leg_id,term,type,start,end,state,party,first,last,gender,terms,birthday
W000599,2,House,1903-11-09,1905-03-03,AZ,Democrat,John,Wilson,M,2,1846-05-07
W000756,1,House,1899-12-04,1901-03-03,PA,Republican,Charles,Wright,M,3,1856-05-03
W000756,2,House,1901-12-02,1903-03-03,PA,Republican,Charles,Wright,M,3,1856-05-03
W000756,3,House,1903-11-09,1905-03-03,PA,Republican,Charles,Wright,M,3,1856-05-03
W000785,1,House,1903-11-09,1905-03-03,CA,Democrat,William,Wynn,M,1,1860-06-12
D000302,1,House,1897-03-15,1899-03-03,OH,Republican,Charles,Dick,M,4,1858-11-03
D000302,2,House,1899-12-04,1901-03-03,OH,Republican,Charles,Dick,M,4,1858-11-03
D000302,3,House,1901-12-02,1903-03-03,OH,Republican,Charles,Dick,M,4,1858-11-03
D000302,4,Senate,1904-01-01,1911-03-03,OH,Republican,Charles,Dick,M,4,1858-11-03
A000037,1,House,1903-11-09,1905-03-03,WI,Republican,Henry,Adams,M,2,1850-11-28
A000037,2,House,1905-12-04,1907-03-03,WI,Republican,Henry,Adams,M,2,1850-11-28
A000044,1,House,1893-08-07,1895-03-03,PA,Republican,Robert,Adams,M,7,1849-02-26
A000044,2,House,1895-12-02,1897-03-03,PA,Republican,Robert,Adams,M,7,1849-02-26
A000044,3,House,1897-03-15,1899-03-03,PA,Republican,Robert,Adams,M,7,1849-02-26
A000044,4,House,1899-12-04,1901-03-03,PA,Republican,Robert,Adams,M,7,1849-02-26
A000044,5,House,1901-12-02,1903-03-03,PA,Republican,Robert,Adams,M,7,1849-02-26
A000044,6,House,1903-11-09,1905-03-03,PA,Republican,Robert,Adams,M,7,1849-02-26
A000044,7,House,1905-12-04,1907-03-03,PA,Republican,Robert,Adams,M,7,1849-02-26
A000083,1,House,1879-03-18,1881-03-03,RI,Republican,Nelson,Aldrich,M,7,1841-11-06
A000083,2,House,1881-12-05,1883-03-03,RI,Republican,Nelson,Aldrich,M,7,1841-11-06
A000083,3,Senate,1881-12-05,1887-03-03,RI,Republican,Nelson,Aldrich,M,7,1841-11-06
A000083,4,Senate,1887-12-05,1893-03-03,RI,Republican,Nelson,Aldrich,M,7,1841-11-06
A000083,5,Senate,1893-08-07,1899-03-03,RI,Republican,Nelson,Aldrich,M,7,1841-11-06
A000083,6,Senate,1899-12-04,1905-03-03,RI,Republican,Nelson,Aldrich,M,7,1841-11-06
A000083,7,Senate,1905-12-04,1911-03-03,RI,Republican,Nelson,Aldrich,M,7,1841-11-06
A000124,1,House,1905-12-04,1907-03-03,NJ,Republican,Henry,Allen,M,1,1872-05-13
B000004,1,House,1893-08-07,1895-03-03,WI,Republican,Joseph,Babcock,M,7,1850-03-06
B000004,2,House,1895-12-02,1897-03-03,WI,Republican,Joseph,Babcock,M,7,1850-03-06
B000004,3,House,1897-03-15,1899-03-03,WI,Republican,Joseph,Babcock,M,7,1850-03-06
B000004,4,House,1899-12-04,1901-03-03,WI,Republican,Joseph,Babcock,M,7,1850-03-06
B000004,5,House,1901-12-02,1903-03-03,WI,Republican,Joseph,Babcock,M,7,1850-03-06
B000004,6,House,1903-11-09,1905-03-03,WI,Republican,Joseph,Babcock,M,7,1850-03-06
B000004,7,House,1905-12-04,1907-03-03,WI,Republican,Joseph,Babcock,M,7,1850-03-06
B000317,1,House,1901-12-02,1903-03-03,OH,Republican,Jacob,Beidler,M,3,1852-11-02
B000317,2,House,1903-11-09,1905-03-03,OH,Republican,Jacob,Beidler,M,3,1852-11-02
B000317,3,House,1905-12-04,1907-03-03,OH,Republican,Jacob,Beidler,M,3,1852-11-02
B000429,1,Senate,1899-12-04,1905-03-03,IN,Republican,Albert,Beveridge,M,2,1862-10-06
B000429,2,Senate,1905-12-04,1911-03-03,IN,Republican,Albert,Beveridge,M,2,1862-10-06
B000489,1,House,1895-12-02,1897-03-03,MI,Republican,Roswell,Bishop,M,6,1843-01-06
B000489,2,House,1897-03-15,1899-03-03,MI,Republican,Roswell,Bishop,M,6,1843-01-06
B000489,3,House,1899-12-04,1901-03-03,MI,Republican,Roswell,Bishop,M,6,1843-01-06
B000489,4,House,1901-12-02,1903-03-03,MI,Republican,Roswell,Bishop,M,6,1843-01-06
B000489,5,House,1903-11-09,1905-03-03,MI,Republican,Roswell,Bishop,M,6,1843-01-06
B000489,6,House,1905-12-04,1907-03-03,MI,Republican,Roswell,Bishop,M,6,1843-01-06
B000507,1,House,1901-12-02,1903-03-03,NC,Republican,Edmond,Blackburn,M,2,1868-09-22
B000507,2,House,1905-12-04,1907-03-03,NC,Republican,Edmond,Blackburn,M,2,1868-09-22
B000693,1,House,1899-12-04,1901-03-03,KS,Republican,Justin,Bowersock,M,4,1842-09-19
B000693,2,House,1901-12-02,1903-03-03,KS,Republican,Justin,Bowersock,M,4,1842-09-19
B000693,3,House,1903-11-09,1905-03-03,KS,Republican,Justin,Bowersock,M,4,1842-09-19
B000693,4,House,1905-12-04,1907-03-03,KS,Republican,Justin,Bowersock,M,4,1842-09-19
B000695,1,House,1901-12-02,1903-03-03,AL,Democrat,Sydney,Bowie,M,3,1865-07-26
B000695,2,House,1903-11-09,1905-03-03,AL,Democrat,Sydney,Bowie,M,3,1865-07-26
B000695,3,House,1905-12-04,1907-03-03,AL,Democrat,Sydney,Bowie,M,3,1865-07-26
B000870,1,House,1905-12-04,1907-03-03,TX,Democrat,Moses,Broocks,M,1,1864-11-01
B000878,1,House,1903-11-09,1905-03-03,CO,Republican,Franklin,Brooks,M,2,1860-11-19
B000878,2,House,1905-12-04,1907-03-03,CO,Republican,Franklin,Brooks,M,2,1860-11-19
B000946,1,House,1901-12-02,1903-03-03,WI,Republican,Webster,Brown,M,3,1851-07-16
B000946,2,House,1903-11-09,1905-03-03,WI,Republican,Webster,Brown,M,3,1851-07-16
B000946,3,House,1905-12-04,1907-03-03,WI,Republican,Webster,Brown,M,3,1851-07-16
B001029,1,House,1903-11-09,1905-03-03,MN,Republican,Clarence,Buckman,M,2,1851-04-01
B001029,2,House,1905-12-04,1907-03-03,MN,Republican,Clarence,Buckman,M,2,1851-04-01
B001044,1,Senate,1905-12-04,1911-03-03,CT,Republican,Morgan,Bulkeley,M,1,1837-12-26
B001103,1,House,1899-12-04,1901-03-03,NE,Republican,Elmer,Burkett,M,4,1867-12-01
B001103,2,House,1901-12-02,1903-03-03,NE,Republican,Elmer,Burkett,M,4,1867-12-01
B001103,3,House,1903-11-09,1905-03-03,NE,Republican,Elmer,Burkett,M,4,1867-12-01
B001103,4,Senate,1905-12-04,1911-03-03,NE,Republican,Elmer,Burkett,M,4,1867-12-01
B001142,1,House,1873-12-01,1875-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,2,House,1879-03-18,1881-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,3,House,1881-12-05,1883-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,4,House,1885-12-07,1887-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,5,House,1887-12-05,1889-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,6,House,1889-12-02,1891-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,7,House,1891-12-07,1893-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,8,House,1893-08-07,1895-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,9,Senate,1895-12-02,1899-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,10,Senate,1899-12-04,1905-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001142,11,Senate,1905-12-04,1911-03-03,MI,Republican,Julius,Burrows,M,11,1837-01-09
B001185,1,House,1905-12-04,1907-03-03,TN,Democrat,Mounce,Butler,M,1,1849-05-11
C000106,1,House,1905-12-04,1907-03-03,OH,Republican,William,Campbell,M,1,1853-04-02
C000200,1,House,1889-12-02,1891-03-03,MT,Republican,Thomas,Carter,M,3,1854-10-30
C000200,2,Senate,1895-12-02,1901-03-03,MT,Republican,Thomas,Carter,M,3,1854-10-30
C000200,3,Senate,1905-12-04,1911-03-03,MT,Republican,Thomas,Carter,M,3,1854-10-30
C000244,1,House,1903-11-09,1905-03-03,PA,Republican,George,Castor,M,2,1855-08-06
C000244,2,House,1905-12-04,1907-03-03,PA,Republican,George,Castor,M,2,1855-08-06
C000924,1,House,1899-12-04,1901-03-03,IN,Republican,George,Cromer,M,4,1856-05-13
C000924,2,House,1901-12-02,1903-03-03,IN,Republican,George,Cromer,M,4,1856-05-13
C000924,3,House,1903-11-09,1905-03-03,IN,Republican,George,Cromer,M,4,1856-05-13
C000924,4,House,1905-12-04,1907-03-03,IN,Republican,George,Cromer,M,4,1856-05-13
D000010,1,House,1905-12-04,1907-03-03,PA,Republican,Thomas,Dale,M,1,1846-06-12
D000035,1,House,1885-12-07,1887-03-03,VA,Democrat,John,Daniel,M,5,1842-09-05
D000035,2,Senate,1887-12-05,1893-03-03,VA,Democrat,John,Daniel,M,5,1842-09-05
D000035,3,Senate,1893-08-07,1899-03-03,VA,Democrat,John,Daniel,M,5,1842-09-05
D000035,4,Senate,1899-12-04,1905-03-03,VA,Democrat,John,Daniel,M,5,1842-09-05
D000035,5,Senate,1905-12-04,1911-03-03,VA,Democrat,John,Daniel,M,5,1842-09-05
D000137,1,House,1905-12-04,1907-03-03,WV,Democrat,Thomas,Davis,M,1,1828-04-25
D000163,1,House,1895-12-02,1897-03-03,WV,Republican,Alston,Dayton,M,6,1857-10-18
D000163,2,House,1897-03-15,1899-03-03,WV,Republican,Alston,Dayton,M,6,1857-10-18
D000163,3,House,1899-12-04,1901-03-03,WV,Republican,Alston,Dayton,M,6,1857-10-18
D000163,4,House,1901-12-02,1903-03-03,WV,Republican,Alston,Dayton,M,6,1857-10-18
D000163,5,House,1903-11-09,1905-03-03,WV,Republican,Alston,Dayton,M,6,1857-10-18
D000163,6,House,1905-12-04,1907-03-03,WV,Republican,Alston,Dayton,M,6,1857-10-18
D000186,1,House,1901-12-02,1903-03-03,PA,Republican,Elias,Deemer,M,3,1838-01-03
D000186,2,House,1903-11-09,1905-03-03,PA,Republican,Elias,Deemer,M,3,1838-01-03
D000186,3,House,1905-12-04,1907-03-03,PA,Republican,Elias,Deemer,M,3,1838-01-03
D000264,1,Senate,1899-12-04,1905-03-03,NY,Republican,Chauncey,Depew,M,2,1834-04-23
D000264,2,Senate,1905-12-04,1911-03-03,NY,Republican,Chauncey,Depew,M,2,1834-04-23
D000329,1,House,1905-12-04,1907-03-03,IL,Republican,Frank,Dickson,M,1,1876-10-06
D000461,1,House,1895-12-02,1897-03-03,WV,Republican,Blackburn,Dovener,M,6,1842-04-20
D000461,2,House,1897-03-15,1899-03-03,WV,Republican,Blackburn,Dovener,M,6,1842-04-20
D000461,3,House,1899-12-04,1901-03-03,WV,Republican,Blackburn,Dovener,M,6,1842-04-20
D000461,4,House,1901-12-02,1903-03-03,WV,Republican,Blackburn,Dovener,M,6,1842-04-20
D000461,5,House,1903-11-09,1905-03-03,WV,Republican,Blackburn,Dovener,M,6,1842-04-20
D000461,6,House,1905-12-04,1907-03-03,WV,Republican,Blackburn,Dovener,M,6,1842-04-20
D000493,1,House,1903-11-09,1905-03-03,PA,Republican,Solomon,Dresser,M,2,1842-02-01
D000493,2,House,1905-12-04,1907-03-03,PA,Republican,Solomon,Dresser,M,2,1842-02-01
F000107,1,House,1903-11-09,1905-03-03,TX,Democrat,Scott,Field,M,2,1847-01-26
F000107,2,House,1905-12-04,1907-03-03,TX,Democrat,Scott,Field,M,2,1847-01-26
F000180,1,House,1903-11-09,1905-03-03,NY,Republican,William,Flack,M,2,1861-03-22
F000180,2,House,1905-12-04,1907-03-03,NY,Republican,William,Flack,M,2,1861-03-22
F000202,1,House,1893-08-07,1895-03-03,MN,Republican,Loren,Fletcher,M,6,1833-04-10
F000202,2,House,1895-12-02,1897-03-03,MN,Republican,Loren,Fletcher,M,6,1833-04-10
F000202,3,House,1897-03-15,1899-03-03,MN,Republican,Loren,Fletcher,M,6,1833-04-10
F000202,4,House,1899-12-04,1901-03-03,MN,Republican,Loren,Fletcher,M,6,1833-04-10
F000202,5,House,1901-12-02,1903-03-03,MN,Republican,Loren,Fletcher,M,6,1833-04-10
F000202,6,House,1905-12-04,1907-03-03,MN,Republican,Loren,Fletcher,M,6,1833-04-10
F000207,1,Senate,1905-12-04,1911-03-03,CA,Republican,Frank,Flint,M,1,1862-07-15
F000352,1,Senate,1905-12-04,1911-03-03,TN,Democrat,James,Frazier,M,1,1856-10-18
F000403,1,House,1905-12-04,1907-03-03,MO,Republican,Frank,Fulkerson,M,1,1866-03-05
G000044,1,House,1903-11-09,1905-03-03,OH,Democrat,Harvey,Garber,M,2,1866-07-06
G000044,2,House,1905-12-04,1907-03-03,OH,Democrat,Harvey,Garber,M,2,1866-07-06
G000112,1,Senate,1905-12-04,1907-03-03,OR,Democrat,John,Gearin,M,1,1851-08-15
G000174,1,House,1899-12-04,1901-03-03,KY,Democrat,George,Gilbert,M,4,1849-12-24
G000174,2,House,1901-12-02,1903-03-03,KY,Democrat,George,Gilbert,M,4,1849-12-24
G000174,3,House,1903-11-09,1905-03-03,KY,Democrat,George,Gilbert,M,4,1849-12-24
G000174,4,House,1905-12-04,1907-03-03,KY,Democrat,George,Gilbert,M,4,1849-12-24
G000176,1,House,1905-12-04,1907-03-03,IN,Republican,Newton,Gilbert,M,1,1862-05-24
G000202,1,House,1903-11-09,1905-03-03,CA,Republican,James,Gillett,M,2,1860-09-20
G000202,2,House,1905-12-04,1907-03-03,CA,Republican,James,Gillett,M,2,1860-09-20
G000497,1,House,1885-12-07,1887-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
G000497,2,House,1887-12-05,1889-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
G000497,3,House,1889-12-02,1891-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
G000497,4,House,1893-08-07,1895-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
G000497,5,House,1895-12-02,1897-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
G000497,6,House,1897-03-15,1899-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
G000497,7,House,1899-12-04,1901-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
G000497,8,House,1901-12-02,1903-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
G000497,9,House,1903-11-09,1905-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
G000497,10,House,1905-12-04,1907-03-03,OH,Republican,Charles,Grosvenor,M,10,1833-09-20
H000029,1,House,1869-03-04,1871-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000029,2,House,1871-03-04,1873-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000029,3,House,1873-12-01,1875-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000029,4,House,1875-12-06,1877-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000029,5,House,1877-10-15,1879-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000029,6,Senate,1881-12-05,1887-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000029,7,Senate,1887-12-05,1893-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000029,8,Senate,1893-08-07,1899-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000029,9,Senate,1899-12-04,1905-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000029,10,Senate,1905-12-04,1911-03-03,ME,Republican,Eugene,Hale,M,10,1836-06-09
H000429,1,House,1903-11-09,1905-03-03,NY,Democrat,William,Hearst,M,2,1863-04-29
H000429,2,House,1905-12-04,1907-03-03,NY,Democrat,William,Hearst,M,2,1863-04-29
H000441,1,House,1899-12-04,1901-03-03,IA,Republican,Thomas,Hedge,M,4,1844-06-24
H000441,2,House,1901-12-02,1903-03-03,IA,Republican,Thomas,Hedge,M,4,1844-06-24
H000441,3,House,1903-11-09,1905-03-03,IA,Republican,Thomas,Hedge,M,4,1844-06-24
H000441,4,House,1905-12-04,1907-03-03,IA,Republican,Thomas,Hedge,M,4,1844-06-24
H000467,1,House,1895-12-02,1897-03-03,IN,Republican,James,Hemenway,M,6,1860-03-08
H000467,2,House,1897-03-15,1899-03-03,IN,Republican,James,Hemenway,M,6,1860-03-08
H000467,3,House,1899-12-04,1901-03-03,IN,Republican,James,Hemenway,M,6,1860-03-08
H000467,4,House,1901-12-02,1903-03-03,IN,Republican,James,Hemenway,M,6,1860-03-08
H000467,5,House,1903-11-09,1905-03-03,IN,Republican,James,Hemenway,M,6,1860-03-08
H000467,6,Senate,1905-12-04,1909-03-03,IN,Republican,James,Hemenway,M,6,1860-03-08
H000531,1,House,1885-12-07,1887-03-03,OR,Republican,Binger,Hermann,M,8,1843-02-19
H000531,2,House,1887-12-05,1889-03-03,OR,Republican,Binger,Hermann,M,8,1843-02-19
H000531,3,House,1889-12-02,1891-03-03,OR,Republican,Binger,Hermann,M,8,1843-02-19
H000531,4,House,1891-12-07,1893-03-03,OR,Republican,Binger,Hermann,M,8,1843-02-19
H000531,5,House,1893-08-07,1895-03-03,OR,Republican,Binger,Hermann,M,8,1843-02-19
H000531,6,House,1895-12-02,1897-03-03,OR,Republican,Binger,Hermann,M,8,1843-02-19
H000531,7,House,1903-11-09,1905-03-03,OR,Republican,Binger,Hermann,M,8,1843-02-19
H000531,8,House,1905-12-04,1907-03-03,OR,Republican,Binger,Hermann,M,8,1843-02-19
H000649,1,House,1881-12-05,1883-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,2,House,1883-12-03,1885-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,3,House,1885-12-07,1887-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,4,House,1887-12-05,1889-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,5,House,1889-12-02,1891-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,6,House,1891-12-07,1893-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,7,House,1893-08-07,1895-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,8,House,1895-12-02,1897-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,9,House,1897-03-15,1899-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,10,House,1899-12-04,1901-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,11,House,1901-12-02,1903-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,12,House,1903-11-09,1905-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000649,13,House,1905-12-04,1907-03-03,IL,Republican,Robert,Hitt,M,13,1834-01-16
H000655,1,House,1905-12-04,1907-03-03,MA,Republican,Rockwood,Hoar,M,1,1855-08-24
H000703,1,House,1903-11-09,1905-03-03,CO,Republican,Herschel,Hogg,M,2,1853-11-21
H000703,2,House,1905-12-04,1907-03-03,CO,Republican,Herschel,Hogg,M,2,1853-11-21
H000773,1,House,1903-11-09,1905-03-03,KY,Democrat,Francis,Hopkins,M,2,1853-05-27
H000773,2,House,1905-12-04,1907-03-03,KY,Democrat,Francis,Hopkins,M,2,1853-05-27
H000973,1,House,1903-11-09,1905-03-03,MO,Democrat,John,Hunt,M,2,1860-02-02
H000973,2,House,1905-12-04,1907-03-03,MO,Democrat,John,Hunt,M,2,1860-02-02
K000028,1,House,1883-12-03,1885-03-03,NJ,Republican,John,Kean,M,4,1852-12-04
K000028,2,House,1887-12-05,1889-03-03,NJ,Republican,John,Kean,M,4,1852-12-04
K000028,3,Senate,1899-12-04,1905-03-03,NJ,Republican,John,Kean,M,4,1852-12-04
K000028,4,Senate,1905-12-04,1911-03-03,NJ,Republican,John,Kean,M,4,1852-12-04
K000108,1,House,1905-12-04,1907-03-03,NE,Republican,John,Kennedy,M,1,1854-10-27
K000152,1,House,1865-12-04,1867-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,2,House,1867-03-04,1869-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,3,House,1869-03-04,1871-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,4,House,1871-03-04,1873-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,5,House,1877-10-15,1879-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,6,House,1879-03-18,1881-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,7,House,1881-12-05,1883-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,8,House,1883-12-03,1885-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,9,House,1885-12-07,1887-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,10,House,1887-12-05,1889-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,11,House,1889-12-02,1891-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,12,House,1891-12-07,1893-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,13,House,1897-03-15,1899-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,14,House,1899-12-04,1901-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,15,House,1901-12-02,1903-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,16,House,1903-11-09,1905-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000152,17,House,1905-12-04,1907-03-03,NY,Republican,John,Ketcham,M,17,1832-12-21
K000265,1,House,1905-12-04,1907-03-03,MO,Republican,Frank,Klepper,M,1,1864-06-22
K000268,1,House,1903-11-09,1905-03-03,PA,Democrat,Marcus,Kline,M,2,1855-03-26
K000268,2,House,1905-12-04,1907-03-03,PA,Democrat,Marcus,Kline,M,2,1855-03-26
L000010,1,House,1889-12-02,1891-03-03,IA,Republican,John,Lacey,M,8,1841-05-30
L000010,2,House,1893-08-07,1895-03-03,IA,Republican,John,Lacey,M,8,1841-05-30
L000010,3,House,1895-12-02,1897-03-03,IA,Republican,John,Lacey,M,8,1841-05-30
L000010,4,House,1897-03-15,1899-03-03,IA,Republican,John,Lacey,M,8,1841-05-30
L000010,5,House,1899-12-04,1901-03-03,IA,Republican,John,Lacey,M,8,1841-05-30
L000010,6,House,1901-12-02,1903-03-03,IA,Republican,John,Lacey,M,8,1841-05-30
L000010,7,House,1903-11-09,1905-03-03,IA,Republican,John,Lacey,M,8,1841-05-30
L000010,8,House,1905-12-04,1907-03-03,IA,Republican,John,Lacey,M,8,1841-05-30
L000051,1,House,1903-11-09,1905-03-03,IN,Republican,Frederick,Landis,M,2,1872-08-18
L000051,2,House,1905-12-04,1907-03-03,IN,Republican,Frederick,Landis,M,2,1872-08-18
L000160,1,House,1905-12-04,1907-03-03,NY,Republican,Frank,Le Fevre,M,1,1874-11-30
L000255,1,House,1889-12-02,1891-03-03,GA,Democrat,Rufus,Lester,M,9,1837-12-12
L000255,2,House,1891-12-07,1893-03-03,GA,Democrat,Rufus,Lester,M,9,1837-12-12
L000255,3,House,1893-08-07,1895-03-03,GA,Democrat,Rufus,Lester,M,9,1837-12-12
L000255,4,House,1895-12-02,1897-03-03,GA,Democrat,Rufus,Lester,M,9,1837-12-12
L000255,5,House,1897-03-15,1899-03-03,GA,Democrat,Rufus,Lester,M,9,1837-12-12
L000255,6,House,1899-12-04,1901-03-03,GA,Democrat,Rufus,Lester,M,9,1837-12-12
L000255,7,House,1901-12-02,1903-03-03,GA,Democrat,Rufus,Lester,M,9,1837-12-12
L000255,8,House,1903-11-09,1905-03-03,GA,Democrat,Rufus,Lester,M,9,1837-12-12
L000255,9,House,1905-12-04,1907-03-03,GA,Democrat,Rufus,Lester,M,9,1837-12-12
L000309,1,House,1905-12-04,1907-03-03,PA,Republican,Mial,Lilley,M,1,1850-05-30
L000347,1,House,1897-03-15,1899-03-03,NY,Republican,Lucius,Littauer,M,5,1859-01-20
L000347,2,House,1899-12-04,1901-03-03,NY,Republican,Lucius,Littauer,M,5,1859-01-20
L000347,3,House,1901-12-02,1903-03-03,NY,Republican,Lucius,Littauer,M,5,1859-01-20
L000347,4,House,1903-11-09,1905-03-03,NY,Republican,Lucius,Littauer,M,5,1859-01-20
L000347,5,House,1905-12-04,1907-03-03,NY,Republican,Lucius,Littauer,M,5,1859-01-20
L000352,1,House,1893-08-07,1895-03-03,AR,Democrat,John,Little,M,7,1853-03-15
L000352,2,House,1895-12-02,1897-03-03,AR,Democrat,John,Little,M,7,1853-03-15
L000352,3,House,1897-03-15,1899-03-03,AR,Democrat,John,Little,M,7,1853-03-15
L000352,4,House,1899-12-04,1901-03-03,AR,Democrat,John,Little,M,7,1853-03-15
L000352,5,House,1901-12-02,1903-03-03,AR,Democrat,John,Little,M,7,1853-03-15
L000352,6,House,1903-11-09,1905-03-03,AR,Democrat,John,Little,M,7,1853-03-15
L000352,7,House,1905-12-04,1907-03-03,AR,Democrat,John,Little,M,7,1853-03-15
M000066,1,House,1893-08-07,1895-03-03,PA,Republican,Thaddeus,Mahon,M,7,1840-05-21
M000066,2,House,1895-12-02,1897-03-03,PA,Republican,Thaddeus,Mahon,M,7,1840-05-21
M000066,3,House,1897-03-15,1899-03-03,PA,Republican,Thaddeus,Mahon,M,7,1840-05-21
M000066,4,House,1899-12-04,1901-03-03,PA,Republican,Thaddeus,Mahon,M,7,1840-05-21
M000066,5,House,1901-12-02,1903-03-03,PA,Republican,Thaddeus,Mahon,M,7,1840-05-21
M000066,6,House,1903-11-09,1905-03-03,PA,Republican,Thaddeus,Mahon,M,7,1840-05-21
M000066,7,House,1905-12-04,1907-03-03,PA,Republican,Thaddeus,Mahon,M,7,1840-05-21
M000145,1,House,1877-10-15,1879-03-03,IL,Republican,Benjamin,Marsh,M,9,
M000145,2,House,1879-03-18,1881-03-03,IL,Republican,Benjamin,Marsh,M,9,
M000145,3,House,1881-12-05,1883-03-03,IL,Republican,Benjamin,Marsh,M,9,
M000145,4,House,1893-08-07,1895-03-03,IL,Republican,Benjamin,Marsh,M,9,
M000145,5,House,1895-12-02,1897-03-03,IL,Republican,Benjamin,Marsh,M,9,
M000145,6,House,1897-03-15,1899-03-03,IL,Republican,Benjamin,Marsh,M,9,
M000145,7,House,1899-12-04,1901-03-03,IL,Republican,Benjamin,Marsh,M,9,
M000145,8,House,1903-11-09,1905-03-03,IL,Republican,Benjamin,Marsh,M,9,
M000145,9,House,1905-12-04,1907-03-03,IL,Republican,Benjamin,Marsh,M,9,
M000314,1,House,1903-11-09,1905-03-03,NE,Republican,John,McCarthy,M,2,1857-07-19
M000314,2,House,1905-12-04,1907-03-03,NE,Republican,John,McCarthy,M,2,1857-07-19
M000326,1,House,1893-08-07,1895-03-03,MN,Republican,James,McCleary,M,7,1853-02-05
M000326,2,House,1895-12-02,1897-03-03,MN,Republican,James,McCleary,M,7,1853-02-05
M000326,3,House,1897-03-15,1899-03-03,MN,Republican,James,McCleary,M,7,1853-02-05
M000326,4,House,1899-12-04,1901-03-03,MN,Republican,James,McCleary,M,7,1853-02-05
M000326,5,House,1901-12-02,1903-03-03,MN,Republican,James,McCleary,M,7,1853-02-05
M000326,6,House,1903-11-09,1905-03-03,MN,Republican,James,McCleary,M,7,1853-02-05
M000326,7,House,1905-12-04,1907-03-03,MN,Republican,James,McCleary,M,7,1853-02-05
M000403,1,House,1899-12-04,1901-03-03,NJ,Democrat,Allan,McDermott,M,4,1854-03-30
M000403,2,House,1901-12-02,1903-03-03,NJ,Democrat,Allan,McDermott,M,4,1854-03-30
M000403,3,House,1903-11-09,1905-03-03,NJ,Democrat,Allan,McDermott,M,4,1854-03-30
